Last Name, First Name, Middle Name,Suffix,Entity Name,Formatted Name,Attention,Address Line 1,Address Line 2,City,State,County,Mail Zip Code,Mail Zip Code + 4,License Type,Sub Category,License Number,License First Issue Date,License Last Renewed Date,License Expiration Date, License Status Description,Specialty,Title,Degree(s),Case Number,Program Action,Discipline Effective Date,Discipline Complete Date,
,,,,Luthern Medical Center,Luthern Medical Center,,8300 W 38TH AVE,,WHEAT RIDGE,CO,,80033,0033,REG,,230900632,04/16/1979,12/01/2003,11/30/2005,Expired,Fixed Location,,,,,,,
,,,,"Luxe Beauty Lounge, LLC","Luxe Beauty Lounge, LLC",,5332 Dtc Blvd,,Greenwood Village,CO,Arapahoe,80111,3314,REG,,2000033317,06/29/2020,02/08/2024,11/30/2025,Expired,,,,,,,,
,,,,Salon PS Colorado LLC,Salon PS Colorado LLC,John Polatz,3225 Summer Wind Ln Fl 1,,Littleton,CO,Douglas,80129,2458,REG,,2000030369,06/08/2016,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,"Salon PS Colorado, LLC","Salon PS Colorado, LLC",,1380 Charles Dr,,Longmont,CO,Boulder,80503,2354,REG,,2000028629,04/02/2013,04/02/2013,11/30/2013,Expired,Fixed Location,,,,,,,
,,,,Salon Raspanti,Salon Raspanti,,2322 E Exposition Ave,,Denver,CO,Denver,80209,0209,REG,,2929,01/04/2008,01/04/2008,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Salon S,Salon S,,265-299 Detroit St 139,,Denver,CO,Denver,80206,0206,REG,,1672,04/27/2005,04/27/2005,11/30/2005,Expired,Fixed Location,,,,,,,
,,,,Salon Salon,Salon Salon,,2130 S University Blvd,,Denver,CO,Denver,80210,4712,REG,,2000030768,03/15/2017,03/15/2017,11/30/2017,Expired,Fixed Location,,,,,,,
,,,,Salon Services CO LLC,Salon Services CO LLC,,2155 Cactus Bloom Ct,,Castle Rock,CO,Douglas,80109,3606,REG,,2000033362,07/21/2020,07/21/2020,11/30/2021,Expired,,,,2024-5718,CLS Letter of Admonition,05/22/2025,,
,,,,Salon Vavoom,Salon Vavoom,,2346 S COLO BLVD,,DENVER,CO,,80222,0222,REG,,182049540,12/01/1977,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Salon West,Salon West,,344 EAST FOOTHILLS PARKWAY STE 18,,FORT COLLINS,CO,,80525,0525,REG,,10014895,05/17/1979,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Salvina's Barbershop,Salvina's Barbershop,,910 20th St SW,,Loveland,CO,Larimer,80537,7002,REG,,2000031801,10/24/2018,10/24/2018,11/30/2019,Expired,Fixed Location,,,,,,,
,,,,Sandee Rollfing,Sandee Rollfing,,1434 E. Louisiana Ave,,Denver,CO,Denver,80210,1717,REG,,183054751,08/24/1999,12/01/2011,11/30/2013,Expired,Fixed Location,,,,,,,
,,,,"Sandoval, Sandoval","Sandoval, Sandoval",,12625 WEST 32ND AVE.,,WHEAT RIDGE,CO,,80033,0033,REG,,230040540,10/01/1977,11/30/2000,11/30/2000,Expired,Fixed Location,,,,,,,
,,,,Sandra Patzoldt,Sandra Patzoldt,,P.O. BOX 11175,,ASPEN,CO,,81612,1612,REG,,90002221,03/22/1996,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,"Sandy Waves Salon, LLC","Sandy Waves Salon, LLC",,1200 S College Ave Unit 203,,Fort Collins,CO,Larimer,80524,3746,REG,,2000035866,11/06/2024,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Sanlen's,Sanlen's,,561 E 6TH AVE,,DURANGO,CO,,81301,1301,REG,,70010813,06/04/1993,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Nails By Katy,Nails By Katy,,"2862 WEST LONG DR., #E",,LITTLETON,CO,,80120,0120,REG,,200028026,12/12/1995,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Nails by Lynn,Nails by Lynn,,4340 E Kentucky Ave Ste 137B,,Glendale,CO,Denver,80246,0246,REG,,2211,05/19/2006,12/01/2007,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Nails Center Mall Inc,Nails Center Mall Inc,,750 CITADEL DR  #3046,,COLORADO SPRINGS,CO,,80909,0909,REG,,120060824,07/28/1998,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Nails Focus,Nails Focus,,3109 W COLORADO AVE,,COLORADO SPRINGS,CO,,80904,0904,REG,,183052760,05/08/2000,11/16/2001,11/30/2003,Expired,Fixed Location,,,,,,,
,,,,Nails Millennium LLC,Nails Millennium LLC,,4284 So Chambers Rd,,Aurora,CO,Arapahoe,80014,0014,REG,,1050,02/25/2004,02/25/2004,11/30/2005,Expired,Fixed Location,,,,,,,
,,,,Nails n' Spa,Nails n' Spa,,4417 Centennial Blvd,,Colorado Springs,CO,El Paso,80907,0907,REG,,2360,09/08/2006,12/01/2009,11/30/2011,Expired,Fixed Location,,,2011-3357,CLS Stipulation,04/05/2011,04/05/2012,
,,,,Nails Plaza,Nails Plaza,,2025 Main St,,Alamosa,CO,Alamosa,81101,2322,REG,,60,07/29/2002,07/29/2002,11/30/2003,Expired,Fixed Location,,,,,,,
,,,,Nails Plus,Nails Plus,,202 Ute Lane,,Gypsum,CO,Eagle,81637,1637,REG,,90019772,04/09/1998,02/28/1999,02/28/1999,Expired,Fixed Location,,,,,,,
,,,,Nails Today,Nails Today,,1864 S Wadsworth Blvd,,Lakewood,CO,Jefferson,80232,6841,REG,,210026025,02/01/1996,01/30/2003,01/30/2003,Expired,Fixed Location,,,,,,,
,,,,"Nails-To-You, LLC","Nails-To-You, LLC",C Janet Wilson,143 Harrys Ct,,Pagosa Springs,CO,Archuleta,81147,8765,REG,,2000031774,10/23/2018,10/23/2018,11/30/2019,Expired,Mobile Unit,,,,,,,
,,,,NailzByAmy,NailzByAmy,,9100 E Florida Ave #13102,,Denver,CO,Denver,80247,0247,REG,,735,10/07/2003,10/07/2003,11/30/2005,Expired,Fixed Location,,,,,,,
,,,,Nancy's Beauty Salon Inc,Nancy's Beauty Salon Inc,,5145 W Alameda Ave,,Denver,CO,Denver,80219,1703,REG,,181046706,02/25/2002,12/14/2015,11/30/2017,Expired,Fixed Location,,,2015-3254,CLS Stipulation,12/14/2015,12/14/2015,
,,,,Naomi Bjorklund,Naomi Bjorklund,,103 W Bridge St,,Hotchkiss,CO,Delta,81419,9781,REG,,2000036076,11/18/2024,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Native LLC,Native LLC,,3280 28th St Unit 1111,,Boulder,CO,Boulder,80301,1704,REG,,2000029322,06/25/2014,06/25/2014,11/30/2015,Expired,Fixed Location,,,,,,,
,,,,Salon De Belleza Latino,Salon De Belleza Latino,,9357 E Colfax Unit C,,Aurora,CO,Arapahoe,80010,0010,REG,,2053,02/06/2006,02/06/2006,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,Salon del Sol,Salon del Sol,,480 Wolverine Dr Ste 11,,Bayfield,CO,La Plata,81122,9653,REG,,2776,08/27/2007,03/21/2014,11/30/2015,Expired,Fixed Location,,,,,,,
,,,,Salon Do Cabelo,Salon Do Cabelo,,3000 E 3rd Ave Unit 37,,Denver,CO,Denver,80206,5131,REG,,449,03/27/2003,12/01/2005,11/30/2007,Cancelled,Fixed Location,,,,,,,
,,,,"Salon Elite, LLC","Salon Elite, LLC",,154 S Tiffany Dr,,Pueblo West,CO,Pueblo,81007,1007,REG,,1623,04/12/2005,12/01/2007,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Salon Env,Salon Env,,714 N Weber St,,Colorado Springs,CO,El Paso,80903,0903,REG,,2609,04/05/2007,12/01/2011,11/30/2013,Expired,Fixed Location,,,,,,,
,,,,Salon Envy,Salon Envy,,736 Main St,,Ouray,CO,Ouray,81427,1427,REG,,3075,04/28/2008,12/01/2011,11/30/2013,Expired,Fixed Location,,,,,,,
,,,,"Salon Euphoric, Inc.","Salon Euphoric, Inc.",,116 E 8TH AVE,,DENVER,CO,,80203,0203,REG,,18204326,08/16/1999,11/30/2001,11/30/2001,Expired,Fixed Location,,,,,,,
,,,,Salon Exclusive,Salon Exclusive,,718 Cheyenne Meadows Rd,,Colorado Springs,CO,El Paso,80906,4943,REG,,120060450,11/06/1990,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Salon Forte',Salon Forte',,7920 E MISSISSIPPI AVE UNIT L,,DENVER,CO,,80247,0247,REG,,655,08/12/2003,12/01/2007,11/30/2009,Expired,Fixed Location,,,2007-1931,CLS Stipulation,02/12/2007,02/12/2007,
,,,,Salon Mariani,Salon Mariani,,9956 W Remington Pl Unit A14,,Littleton,CO,Jefferson,80128,6735,REG,,200028281,03/28/2002,02/11/2004,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,Salon Marquis,Salon Marquis,,9012 W Ken Caryl Ave,,Littleton,CO,Jefferson,80128,6513,REG,,2000030098,12/04/2015,12/04/2015,11/30/2017,Expired,Fixed Location,,,,,,,
,,,,Salon Near Me LLC,Salon Near Me LLC,,3568 N Academy Blvd,,Colorado Springs,CO,El Paso,80917,0917,REG,,2000033965,07/13/2021,07/13/2021,11/30/2021,Expired,,,,,,,,
,,,,Salon Nouveau,Salon Nouveau,,8811 E HAMPDEN SUITE 2G,,DENVER,CO,,80231,0231,REG,,183052783,04/06/1999,01/11/2001,01/11/2001,Expired,Fixed Location,,,,,,,
,,,,Salon Panache,Salon Panache,,2478 Patterson Rd #5,,Grand Junction,CO,Mesa,81505,1505,REG,,144,09/20/2002,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,Luxe Body Drip,Luxe Body Drip,,3955 E Exposition Ave,,Denver,CO,Denver,80209,5000,REG,,2000036606,04/23/2025,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Luxe Esthetics Ltd.,Luxe Esthetics Ltd.,,2470 Patterson Rd Ste 5,,Grand Junction,CO,Mesa,81505,1028,REG,,2000035885,11/07/2024,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Luxe Nail Society LLC,Luxe Nail Society LLC,,3330 E 1st Ave Ste 18,,Denver,CO,Denver,80206,5802,REG,,2000035835,11/05/2024,02/19/2026,11/30/2027,Active,,,,,,,,
,,,,Luxe Pearl Skincare LLC,Luxe Pearl Skincare LLC,,1071 S Federal Blvd Unit 3,,Denver,CO,Denver,80219,4101,REG,,2000032031,11/02/2018,12/01/2019,11/30/2021,Expired,Fixed Location,,,,,,,
,,,,Luxury Haircuts For Gentlemen LLC,Luxury Haircuts For Gentlemen LLC,,5627 Barnes Rd Ste 110,,Colorado Springs,CO,El Paso,80917,1353,REG,,2000034269,02/11/2022,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,"Luxury Nails and Spa, LLC","Luxury Nails and Spa, LLC",,22926 E Smoky Hill Rd,,Aurora,CO,Arapahoe,80016,0016,REG,,3463,04/15/2009,12/01/2009,11/30/2011,Expired,Fixed Location,,,2010-3106,CLS Stipulation,02/03/2010,02/23/2011,
,,,,LV Nail & Spa,LV Nail & Spa,,1602 W 92nd Ave,,Federal Heights,CO,Adams,80260,5304,REG,,77,08/07/2002,02/06/2006,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,M and CO,M and CO,Misty Del Cuore,6497 S Robb Way,,Littleton,CO,Jefferson,80127,5854,REG,,2000036580,04/08/2025,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,M G Braiding And Beauty Salon,M G Braiding And Beauty Salon,,10165 E COLFAX,,AURORA,CO,,80010,0010,REG,,170002860,04/04/2001,12/01/2002,11/30/2004,Expired,Fixed Location,,,,,,,
,,,,M&M Salon and Spa for Men,M&M Salon and Spa for Men,,5150 E Arapahoe Rd,,Centennial,CO,Douglas,80122,0122,REG,,2000034699,11/15/2022,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,M-R Hair Care Center,M-R Hair Care Center,,525 E Denver St,,Holyoke,CO,Phillips,80734,0734,REG,,20022090,10/20/1979,10/22/2001,10/22/2001,Expired,Fixed Location,,,,,,,
,,,,Madam Lash,Madam Lash,,325 Miller Ave,,Brighton,CO,,80601,2940,REG,,2000031514,04/27/2018,04/27/2018,11/30/2019,Expired,Fixed Location,,,,,,,
,,,,Made Ya"Look Beautiful,Made Ya"Look Beautiful,,123 N MAIN ST,,PUEBLO,CO,,81001,1001,REG,,50067153,11/08/2000,11/30/2002,11/30/2002,Expired,Fixed Location,,,,,,,
,,,,Magic Mirror,Magic Mirror,,437 W. Aspen,,Fruita,CO,Mesa,81521,1521,REG,,90017225,01/05/1987,12/01/2005,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,Sara Fentress,Sara Fentress,,523 8TH AVE. #2,,LONGMONT,CO,,80501,0501,REG,,340000011,05/18/1996,11/30/1998,11/30/1998,Expired,Mobile Unit,,,,,,,
,,,,Sarah Care at DTC,Sarah Care at DTC,,8000 E Quincy Ave Unit 1700,,Denver,CO,Denver,80237,3236,REG,,4005,07/08/2010,12/01/2013,11/30/2015,Expired,Fixed Location,,,,,,,
,,,,Sarah Lees,Sarah Lees,,3625 Ivy St,,Denver,CO,Denver,80207,1241,REG,,183053560,04/01/1977,12/01/2007,11/30/2009,Expired,,,,,,,,
,,,,Sarah Nay Hair,Sarah Nay Hair,,11316 Newport St,,Thornton,CO,Denver,80233,5543,REG,,2000033164,05/26/2020,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Sarah Steury,Sarah Steury,,1114 Crescent Dr,,Windsor,CO,Weld,80550,0550,REG,,2586,03/20/2007,12/01/2013,11/30/2015,Expired,Fixed Location,,,,,,,
,,,,Sarah’s Hair Studio,Sarah’s Hair Studio,Blue Lion Salon,1265 Sgt Jon Stiles Dr,,Highlands Ranch,CO,Douglas,80129,2263,REG,,2000034237,01/20/2022,04/24/2020,11/30/2023,Expired,Fixed Location,,,,,,,
,,,,Sassy - N - Classy,Sassy - N - Classy,,8601 W Cross Dr # 11-1,,Littleton,CO,Jefferson,80123,0702,REG,,2779,08/29/2007,08/29/2007,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Sassy Fingers,Sassy Fingers,,1702 1/2 W. Colorado Ave.,,Colorado Springs,CO,El Paso,80904,0904,REG,,2902,12/11/2007,12/11/2007,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Sassy Fingers,Sassy Fingers,,2928 Parker St #B,,Colorado Springs,CO,El Paso,80907,0907,REG,,120063303,09/14/1993,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Sassy's Brassy's Day Spa,Sassy's Brassy's Day Spa,,19150 E 43rd Ave,,Denver,CO,Denver,80249,0249,REG,,432,03/12/2003,12/01/2005,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,Saundra's Style Salon,Saundra's Style Salon,,315 Palmer,,Delta,CO,Delta,81416,1416,REG,,80010430,10/23/1987,12/01/2004,11/30/2005,Expired,,,,,,,,
,,,,Savi Scissorhands LLC,Savi Scissorhands LLC,,662 31 1/2 Rd,,Grand Junction,CO,Mesa,81504,5972,REG,,2000035923,11/07/2024,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Saving Grace Hair Studio,Saving Grace Hair Studio,,8707 Tack St,,Frederick,CO,,80504,0504,REG,,2000032583,05/02/2019,12/01/2019,11/30/2021,Expired,Fixed Location,,,,,,,
,,,,SCISSORS & HEAD SPA,SCISSORS & HEAD SPA,,18105 E Alamo Dr,,Centennial,CO,Arapahoe,80015,5910,REG,,2000036800,08/06/2025,08/06/2025,11/30/2027,Active,,,,,,,,
,,,,Native Nectar Botanicals,Native Nectar Botanicals,,308 Elk Ave,,Crested Butte,CO,Gunnison,81224,9407,REG,,2000035468,03/14/2024,12/01/2025,11/30/2027,Active,,,,2024-1149,CLS Letter of Admonition,05/14/2024,05/14/2024,
,,,,Natural Impressions Hair Salon,Natural Impressions Hair Salon,,1612 RIVERSIDE AVENUE SUITE E,,FT COLLINS,CO,,80524,0524,REG,,100015887,08/23/1996,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Natural Reflections,Natural Reflections,,41368 N Pinefield Cir,,Parker,CO,Elbert,80138,4592,REG,,2000029453,09/16/2014,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,Naturally Beautiful,Naturally Beautiful,,127 D Street,,Salida,CO,Chaffee,81201,1201,REG,,2745,08/09/2007,08/09/2007,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Naturally Yours,Naturally Yours,,4637 Mason St  17,,Fort Collins,CO,Larimer,80525,0525,REG,,4027,07/29/2010,07/29/2010,11/30/2011,Expired,Fixed Location,,,,,,,
,,,,Needle in the Hay,Needle in the Hay,,250 Steele St,,Denver,CO,,80206,5225,REG,,2000031140,11/02/2017,12/01/2021,11/30/2023,Expired,Fixed Location,,,,,,,
,,,,"Nerem, Nerem","Nerem, Nerem",,2702 WEST EISENHOWER,,LOVELAND,CO,,80538,0538,REG,,10030392,09/01/1995,12/01/1998,12/01/1998,Expired,Fixed Location,,,,,,,
,,,,New Crescendo,New Crescendo,,1751 S. Pueblo Blvd.,,Pueblo,CO,Pueblo,81005,1005,REG,,50067770,12/01/1977,11/30/2001,11/30/2001,Expired,Fixed Location,,,,,,,
,,,,New Energy Salon,New Energy Salon,,6721 Devinney St.,,Arvada,CO,Jefferson,80004,0004,REG,,2517,02/06/2007,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,New Faces Beauty Studio,New Faces Beauty Studio,,8410 W Colfax Ave,,Lakewood,CO,Jefferson,80215,4009,REG,,210024867,08/30/1999,05/27/2003,05/27/2003,Expired,Fixed Location,,,,,,,
,,,,New Faces Beauty Studio Inc,New Faces Beauty Studio Inc,,2310 Wadsworth Blvd,,Lakewood,CO,Jefferson,80214,5711,REG,,210026065,11/27/2001,11/27/2001,05/21/2003,Expired,Fixed Location,,,,,,,
,,,,New Faces Perma-Cosmetics and Day Spa,New Faces Perma-Cosmetics and Day Spa,,1457 Ammons St Ste 104,,Lakewood,CO,,80214,0214,REG,,2000030441,07/18/2016,12/01/2023,11/30/2025,Expired,Fixed Location,,,,,,,
,,,,New Image Hair Designers,New Image Hair Designers,,3874 W 120TH AVE,,THORNTON,CO,,80233,0233,REG,,140037455,03/15/1981,12/19/2000,12/19/2000,Expired,Fixed Location,,,,,,,
,,,,Salon PS Colorado LLC,Salon PS Colorado LLC,,11150 Irving Dr,,Westminster,CO,Adams,80031,6885,REG,,2000028604,03/14/2013,12/01/2013,10/07/2014,Expired,Fixed Location,,,,,,,
,,,,Salon PS Colorado LLC,Salon PS Colorado LLC,,1855 Plaza Dr,,Louisville,CO,Boulder,80027,2325,REG,,2000029061,01/28/2014,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,Salon Puro Inc.,Salon Puro Inc.,,314 Shavano Creek Trail,,Florissant,CO,Teller,80816,0816,REG,,2573,03/13/2007,03/13/2007,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,Salon Services Co at HighPointe,Salon Services Co at HighPointe,,5010 E Hampden Ave,,Denver,CO,Denver,80222,7329,REG,,2000028921,11/20/2013,12/01/2023,11/30/2025,Expired,Fixed Location,,,,,,,
,,,,Salon Silverado,Salon Silverado,,75 S 4th St,,Brighton,CO,Adams,80601,0601,REG,,150005933,02/12/1999,01/03/2001,01/03/2001,Expired,Fixed Location,,,,,,,
,,,,Salon SoCo Inc,Salon SoCo Inc,,231 Milwaukee St # B101,,Denver,CO,Denver,80206,5000,REG,,4602,12/16/2011,12/01/2017,11/30/2019,Expired,Fixed Location,,,2012-4392,CLS Citation Issued,08/03/2012,,
,,,,Salon Southwest Incorporated,Salon Southwest Incorporated,,9350 W CROSS DRIVE #209,,LITTLETON,CO,,80123,0123,REG,,200027682,05/28/1999,12/01/2001,11/30/2003,Expired,Fixed Location,,,,,,,
,,,,Salon Steven,Salon Steven,,1155 Ash St,,Denver,CO,Denver,80220,0220,REG,,1071,03/11/2004,12/01/2009,11/30/2011,Expired,Fixed Location,,,,,,,
,,,,Salon Structure,Salon Structure,,911-B S HAVANA,,AURORA,CO,,80010,0010,REG,,11,07/02/2002,02/14/2003,02/14/2003,Expired,Fixed Location,,,,,,,
,,,,Salon Superior,Salon Superior,,1051 26TH AVE,,GREELEY,CO,,80634,0634,REG,,146,09/20/2002,12/01/2007,11/30/2009,Expired,Fixed Location,,,2006-2442,CLS Cease & Desist Order,03/03/2006,03/03/2006,
,,,,Salon Supreme,Salon Supreme,,"12191 RALSTON RD, #101",,ARVADA,CO,,80004,0004,REG,,240001490,11/16/1995,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Salon Thairapy,Salon Thairapy,,3273 W Carefree Cir,,Colorado Springs,CO,El Paso,80917,3004,REG,,2000029551,11/28/2014,12/01/2019,11/30/2021,Expired,Fixed Location,,,,,,,
,,,,Salon Twenty One,Salon Twenty One,,2105 Kipling St,,Lakewood,CO,Jefferson,80215,1512,REG,,2000033656,01/26/2021,12/01/2025,11/30/2027,Active,,,,2020-7251,CLS Stipulation,01/26/2021,01/26/2021,
,,,,Magic Nails,Magic Nails,,4540 W. Hinsdale Ave,,Littleton,CO,Douglas,80128,0128,REG,,1896,11/08/2005,12/01/2007,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Magic Nails & Lash,Magic Nails & Lash,,14947 Candelas Pkwy Unit B,,Arvada,CO,Jefferson,80007,7793,REG,,2000032507,03/07/2019,12/01/2025,11/30/2027,Active - With Conditions,Fixed Location,,,2024-1300,CLS Stipulation,06/03/2024,,
,,,,Magnetic Attractions,Magnetic Attractions,,1227 11th Ave Ste A,,Greeley,CO,Weld,80631,4199,REG,,3354,12/31/2008,02/19/2014,11/30/2015,Expired,Fixed Location,,,,,,,
,,,,Mai Nails,Mai Nails,,6787 S Clinton St,,Greenwood Village,CO,Arapahoe,80112,3617,REG,,2000036849,09/05/2025,09/05/2025,11/30/2027,Active,,,,,,,,
,,,,MAKE ME GLOW BEAUTY BAR,MAKE ME GLOW BEAUTY BAR,,924 S Sheridan Blvd Unit D,,Denver,CO,Denver,80226,8033,REG,,2000033611,12/11/2020,12/01/2025,11/30/2027,Active,,,,2022-9206,CLS Stipulation,02/03/2023,,
,,,,Maliha,Maliha,,1685 S Colorado Blvd Unit G,,Denver,CO,Denver,80222,4011,REG,,2000031111,09/28/2017,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,Mane Avenue,Mane Avenue,,4637 S Mason St Ste 5,,Fort Collins,CO,Larimer,80525,3743,REG,,2000030406,06/21/2016,06/21/2016,11/30/2017,Expired,Fixed Location,,,,,,,
,,,,Mane Cut Shoppe,Mane Cut Shoppe,,620 MATHEWS#100,,FT COLLINS,CO,,80524,0524,REG,,10015313,04/22/1985,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Mane Habit LLC,Mane Habit LLC,,539 E Mississippi Ave,,Denver,CO,Denver,80210,1608,REG,,2000033398,08/06/2020,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Mane Images,Mane Images,,920 N. COLLEGE AVE,,FT COLLINS,CO,,80524,0524,REG,,10014250,10/02/1992,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Mane Street Salon & Day Spa,Mane Street Salon & Day Spa,,341 Main Street,PO Box 1237,Elizabeth,CO,Elbert,80107,0107,REG,,1719,06/01/2005,03/11/2008,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,ManeKuttz,ManeKuttz,,13697 E Iliff Ave,,Aurora,CO,Arapahoe,80014,6528,REG,,2000036733,06/25/2025,06/25/2025,11/30/2025,Expired,,,,,,,,
,,,,Manie Tamer,Manie Tamer,,2017 W EISENHOWER  STE #2,,LOVELAND,CO,,80537,0537,REG,,10030393,11/05/1998,01/29/2001,01/29/2001,Expired,Fixed Location,,,,,,,
,,,,Marcy's Hair & Nails,Marcy's Hair & Nails,,1724 W PIKES PEAK AVE,,COLORADO SPRINGS,CO,,80904,0904,REG,,120063555,07/26/1991,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Scissors Hair Shop,Scissors Hair Shop,,237 Broadway,,Alamosa,CO,Alamosa,81101,1101,REG,,60000519,03/15/1990,11/27/2006,11/30/2007,Expired,Fixed Location,,,2006-140,CLS Cease & Desist Order,09/12/2005,09/12/2005,
,,,,Scizzor Connection,Scizzor Connection,,3504 Yosemite Dr,,Greeley,CO,Weld,80631,0631,REG,,11013413,06/08/2001,12/01/2002,11/30/2004,Expired,,,,,,,,
,,,,"Scruples Salon & Spa, LLC","Scruples Salon & Spa, LLC",,2317  W  17th St,,Greeley,CO,,80634,0634,REG,,11020825,12/19/2000,10/29/2018,11/30/2019,Expired,Fixed Location,,,,,,,
,,,,Sebastian's Salon,Sebastian's Salon,,2820 1/2 North Ave #2,,Grand Junction,CO,Mesa,81501,1501,REG,,90019560,01/01/1977,12/01/2004,11/30/2005,Expired,,,,,,,,
,,,,Selma Ibrisagic LLC,Selma Ibrisagic LLC,,2130 S University Blvd,,Denver,CO,,80210,4712,REG,,2000030541,09/19/2016,12/01/2017,11/30/2019,Expired,Fixed Location,,,,,,,
,,,,Selma Loves Hair,Selma Loves Hair,,9640 E Arapahoe Rd Rm 8,,Greenwood Village,CO,Arapahoe,80112,3703,REG,,2000037110,01/21/2026,01/21/2026,11/30/2027,Active,,,,,,,,
,,,,Semion Barbershop For All - Union Station,Semion Barbershop For All - Union Station,,1630 Chestnut Pl,,Denver,CO,Denver,80202,5314,REG,,2000036936,10/16/2025,10/16/2025,11/30/2027,Active,,,,,,,,
,,,,Sephora,Sephora,,1 W Flatiron Crossing Dr,,Broomfield,CO,Broomfield,80021,8881,REG,,2000033077,04/08/2020,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,Sephora,Sephora,,6240 S Main St Ste K-101,,Aurora,CO,Arapahoe,80016,5376,REG,,2000033646,01/14/2021,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Serenity Acne & Aesthetics,Serenity Acne & Aesthetics,,700 Automation Dr,,Windsor,CO,Weld,80550,3117,REG,,2000036083,11/18/2024,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Serenity Nail Salon,Serenity Nail Salon,,14011 W. Quincy Ave # E,,Morrison,CO,Jefferson,80465,0465,REG,,2795,09/12/2007,09/12/2007,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Serenity Salon & Day Spa,Serenity Salon & Day Spa,,26700 W Hwy 50,,La Junta,CO,Otero,81050,1050,REG,,273,11/29/2002,12/01/2005,11/30/2007,Expired,,,,,,,,
,,,,Serenity Salon LPC,Serenity Salon LPC,,120 South Bruse,,Brush,CO,Morgan,80723,0723,REG,,20016740,09/20/1977,12/01/2011,11/30/2013,Expired,Fixed Location,,,,,,,
,,,,Set By Set LLC,Set By Set LLC,,6560 29th St,,Greeley,CO,Weld,80634,8382,REG,,2000037064,12/19/2025,12/19/2025,11/30/2027,Active,,,,,,,,
,,,,Seven Star Nail & Spa LLC,Seven Star Nail & Spa LLC,,481 W Highway 105 Unit 208,,Monument,CO,El Paso,80132,9128,REG,,2000033437,09/09/2020,09/09/2020,11/30/2021,Expired,,,,2020-1307,CLS Stipulation,09/09/2020,09/09/2020,
,,,,New Image Hair Specialist,New Image Hair Specialist,,825 N Circle Dr,,Colorado Springs,CO,El Paso,80909,0909,REG,,3827,02/22/2010,12/01/2011,11/30/2013,Expired,Fixed Location,,,,,,,
,,,,New Look Beauty Salon,New Look Beauty Salon,,1845 S ACADEMY BLVD,,COLORADO SPRINGS,CO,,80916,0916,REG,,120050394,03/17/1994,11/30/2000,11/30/2000,Expired,Fixed Location,,,1996-1697000270,CLS Stipulation,07/18/1997,07/18/1998,
